-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------
case_number                    | I-200-25352-492958
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 300 Continental Drive
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SMB Business Development Inc
soc_code                       | 15-2041
h_1b_dependent                 | No
-[ RECORD 1164 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25100-850212
job_title                      | Senior Associate, Data Analytics
employer_name                  | SMB Business Development Inc
secondary_entity_business_name | 
employer_phone                 | 13024510549
employer_poc_first_name        | Christine
employer_poc_last_name         | Truax
employer_poc_email             | HR_Inbox@salliemae.com
employer_poc_phone             | 18557562007
employer_poc_phone_ext         | 
worksite_address1              | 300 Continental Drive
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 300 Continental Drive
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SMB Business Development Inc
soc_code                       | 15-2051.01
h_1b_dependent                 | No
-[ RECORD 1165 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25100-850205
job_title                      | Associate, Engineering
employer_name                  | SMB IT Inc
secondary_entity_business_name | 
employer_phone                 | 13024510549
employer_poc_first_name        | Christine
employer_poc_last_name         | Truax
employer_poc_email             | HR_Inbox@salliemae.com
employer_poc_phone             | 18557562007
employer_poc_phone_ext         | 
worksite_address1              | 300 Continental Dr
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 300 Continental Drive
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SMB IT Inc
soc_code                       | 15-1299.08
h_1b_dependent                 | No
-[ RECORD 1166 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25140-995201
job_title                      | Senior Associate, Engineering
employer_name                  | SMB IT Inc
secondary_entity_business_name | 
employer_phone                 | 13024510549
employer_poc_first_name        | Christine
employer_poc_last_name         | Truax
employer_poc_email             | HR_Inbox@salliemae.com
employer_poc_phone             | 18557562007
employer_poc_phone_ext         | 
worksite_address1              | 300 Continental Drive
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
